code_identifiant;Date de début de l’information de sécurité;Date de fin de l’information de sécurité;information_de_sécurite
62410472;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
62417552;2014-09-01;2016-09-01;De nouvelles recommandations pour minimiser les risques cardiaques des médicaments contenant de la dompéridone
62417552;2014-10-13;2016-04-13;Médicaments contenant de la dompéridone : retour sur la réunion de septembre 2014 du CMDh
62429031;2015-04-27;2016-04-27;Vaccins contre les infections invasives à méningocoques de sérogroupe C : fin de la période de tension d’approvisionnement
62504128;2014-06-17;2015-12-17;Médicaments contenant de la bromocriptine, médicaments contenant de la méthadone et de la povidone, médicaments contenant de libuprofène utilisés à fortes doses : retour dinformation sur le PRAC de juin 2014
62539894;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
62561175;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
62589751;2015-03-20;2016-03-20;Médicaments à base de codéine utilisés chez l’enfant dans le traitement de la toux, biphosphonate en intraveineux (IV) ou denosumab
69573358;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
69582275;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
69588470;2012-10-08;2016-10-08;Modification des indications de la lévofloxacine (TAVANIC®) et mise à jour des informations relatives à la sécurité d'emploi
69617954;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
69733859;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
69753064;2014-12-17;2015-12-17;Mycophénolate mofétil (Cellcept) et Mycophénolate sodique (Myfortic): risques d'hypogammaglobulinémie et de bronchectasie
69753744;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
69795857;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
69800507;2013-09-20;2016-03-20;Les nouveaux anticoagulants oraux (Pradaxa, Xarelto, Eliquis) : Des médicaments sous surveillance renforcée
69812438;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
69885607;2011-12-06;2016-08-06;Médicaments à base de dompéridone et sécurité d'emploi cardiovasculaire
69898914;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
69912100;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
69969418;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
69974066;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
69982223;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
65313092;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
65345179;2015-05-12;2016-05-12;Statines et myopathie nécrosante immuno-médiée : renforcement des informations de sécurité
65369123;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
65401119;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65422953;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
65467329;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65512525;2011-11-25;2016-11-25;Revlimid® (Celgene) : Risque de cancers secondaires chez les patients traités par lenalidomide
65542746;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
65587015;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65621357;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
65646289;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
65671495;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65708246;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
65708335;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
65786896;2013-07-05;2016-07-05;Nouvelle indication du Revlimid (lenalidomide) : Information importante de pharmacovigilance
65787998;2013-03-27;2017-03-27;Diabète de type 2 : nouvelles données sur le risque pancréatique chez les patients diabétiques traités par les incrétinomimétiques
65896054;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
65969730;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
65991463;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
65995604;2014-12-11;2016-06-11;Médicaments contenant du valproate et dérivés, de la testostérone, PSUR worksharing : retour sur la réunion de novembre 2014 du CMDh
66106869;2012-09-25;2016-03-25;Plan d'actions de l'ANSM visant à réduire le mésusage des benzodiazépines
66159843;2015-06-04;2015-12-04;Médicaments contenant de l’ibuprofène, de la polymyxine, de la dompéridone : retour sur la réunion de mai 2015 du CMDh
66160482;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
66184743;2012-12-17;2016-12-17;Consommation des benzodiazépines : Bien respecter les règles de bon usage pour limiter les risques dont celui de démence
66205536;2014-01-08;2016-01-08;Etat des lieux en 2013 de la consommation des benzodiazépines en France
66315146;2014-01-08;2016-01-08;Etat des lieux en 2013 de la consommation des benzodiazépines en France
66329046;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66351224;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
66367100;2014-11-26;2016-11-26;Usage détourné de médicaments antitussifs à base de dextrométhorphane chez les adolescents et les jeunes adultes
66426470;2013-03-13;2016-09-13;Médicaments antihypertenseurs agissant sur le système rénine-angiotensine : rappels des précautions d'emploi et des règles de bon usage
66471729;2014-12-09;2015-12-09;Statines et risque de diabète : le rapport bénéfice/risque reste toujours positif
66490124;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66501802;2014-11-24;2016-11-24;Dispositifs transdermiques (patchs) : attention aux erreurs
66553941;2014-04-22;2016-10-22;Actualisation du rapport sur les anticoagulants en France : Etat des lieux en 2014 et recommandations de surveillance
66577942;2011-12-05;2016-12-05;Biphosphonates et fractures atypiques du fémur
66579085;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66623496;2014-10-29;2016-10-29;Hormone de croissance synthétique (somatropine) : suivi de la tolérance à long terme de ces médicaments
66631190;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66699782;2013-11-27;2015-11-27;Clopidogrel et risque d’hémophilie acquise
66704731;2014-03-27;2016-07-15;L’ANSM rappelle le risque d’entéropathies graves chez certains patients traités par l’olmésartan
66729161;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66741854;2013-03-27;2017-03-27;Diabète de type 2 : nouvelles données sur le risque pancréatique chez les patients diabétiques traités par les incrétinomimétiques
66802809;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66838901;2014-04-14;2016-03-14;Retour d'information sur le PRAC - Médicaments utilisés dans le double blocage du système rénine-angiotensine, à base de valproate, d’ambroxol ou de bromhexine, de codéine chez l’enfant, de testostérone, vaccins anti-HPV
66870190;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66934180;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66950569;2015-06-25;2016-06-25;Mycophénolate (Cellcept® et génériques et Myfortic®) : risque d’avortements spontanés et de malformations en cas d’exposition pendant la grossesse
66986693;2013-11-08;2015-11-08;Médicaments contenant de la diacéréine (ART 50, ZONDAR et génériques) Médicaments utilisés dans le double blocage du système rénine-angiotensine
66994658;2015-04-13;2016-04-13;Recommandations du PRAC concernant le risque cardiovasculaire des médicaments contenant de l’ibuprofène utilisés à fortes doses
