code_identifiant;format_administration;Code de la substance;denomination_de_la_substance;dosage_de_la_substance;réferent_dosage;Nature du composant;Numéro permettant de lier, le cas échéant, substances actives et fractions thérapeutiques
67464342;Solution;8351;ÉNOXAPARINE SODIQUE;80 mg;0,8 ml;Principe Actif;1
67480631;Solution;38741;CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ;2,12 mg;1 ml;Principe Actif;1
67491414;Pommade;7504;AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH (pommade à 4 %);un comprimé;Principe Actif;25
67501673;Comprimé;2064;HYDROCHLOROTHIAZIDE;12,5 mg;un comprimé;Principe Actif;2
67501673;Comprimé;73594;CANDÉSARTAN CILEXÉTIL;16 mg;un comprimé;Principe Actif;1
67511393;Solution;95404;GADOTÉRIDOL;4748,10 mg;une seringue préremplie de 17 ml;Principe Actif;1
67516383;Comprimé;18827;DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ;0,25 mg;un comprimé;Principe Actif;1
67522429;Comprimé;39196;FOSINOPRIL SODIQUE;20 mg;un comprimé;Principe Actif;1
67523221;Comprimé;32925;CHLORHYDRATE DE TERBINAFINE;;;Principe Actif;1
67563080;Solution;22650;PHOSPHATE MONOPOTASSIQUE;32,6 mg;100 ml;Principe Actif;10
67563625;Solution;899;BICARBONATE DE SODIUM;420 mg;une ampoule de 10 ml;Principe Actif;1
67573441;Comprimé;602;CHLORHYDRATE DE MIANSÉRINE;10 mg;un comprimé;Principe Actif;1
67575816;Gélule;4773;OMÉPRAZOLE;10 mg;une gélule;Principe Actif;1
67577233;Gaz;44570;OXYGÈNE;50 % (mole/mole);un comprimé;Principe Actif;2
67579483;Comprimé;191;ACÉBUTOLOL (CHLORHYDRATE D');554,25 mg;un comprimé;Principe Actif;1
67580464;Pastille;568;LÉVOMENTHOL;8,2758 mg;une pastille;Principe Actif;4
67596034;Compartiment 2 : solution d'acides aminés;610;PHÉNYLALANINE;1,23 g;400 ml;Principe Actif;11
67596034;Compartiment 2 : solution d'acides aminés;3482;PROLINE;1,5 g;400 ml;Principe Actif;12
67596034;Compartiment 2 : solution d'acides aminés;79537;CHLORHYDRATE DE LYSINE;1,6 g;400 ml;Principe Actif;9
67619892;Suspension;20245;VIRUS POLIOMYÉLITIQUE SOUCHE SAUKETT DE TYPE 3 INACTIVÉ;32 UD;une dose de 0,5 ml;Principe Actif;9
67633746;Poudre;74801;DIACÉTATE DE MIDÉCAMYCINE;800 mg;un sachet-dose;Principe Actif;1
67644397;Solution;16860;ÉPOÉTINE BÊTA;5000 UI;une seringue préremplie de 0,3 ml;Principe Actif;1
67656314;Solution buvable en gouttes;95807;HUMULUS LUPULUS SICCUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;19
67660704;Solution;60077;LÉVOFLOXACINE HÉMIHYDRATÉE;5,12 mg;1 ml de solution pour perfusion en poche;Principe Actif;1
67678175;Compartiment acides aminés;1014;ACÉTYLCYSTÉINE;0,42 g;500 ml de solution;Principe Actif;4
67678175;Compartiment glucose;17150;GLUCOSE MONOHYDRATÉ;220 g;500 ml de solution;Principe Actif;21
67688899;Comprimé;60311;NITRENDIPINE;10 mg;un comprimé;Principe Actif;1
67723745;Suspension;36349;BÉTAXOLOL BASE;0,63 mg;un récipient unidose;Fraction Thérapeutique;1
67724733;Solution;92248;DIASPARTATE DE PASIRÉOTIDE;1,1286 mg;une ampoule de 1 ml;Principe Actif;1
67738220;Solution buvable en gouttes;2131;KALIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;16
67745738;Comprimé;8237;GESTODÈNE;0,075 mg;un comprimé;Principe Actif;2
67747931;Comprimé;99303;CEFPODOXIME PROXÉTIL;;;Principe Actif;1
67756752;Collyre;4455;SULFATE DE NÉOMYCINE;350 000 UI;100 ml;Principe Actif;7
67785184;Comprimé;17723;OLANZAPINE;5 mg;un comprimé;Principe Actif;1
67786749;Suspension;97462;POLYOSIDE PNEUMOCOCCIQUE SÉROTYPE 5 CONJUGUÉ À LA PROTÉINE VECTRICE CRM197;2,2 microgrammes de polyoside pneumococcique;une dose (0,5 ml);Principe Actif;4
67791707;Comprimé;2202;PARACÉTAMOL;500 mg;un comprimé;Principe Actif;2
67800960;Solution;66431;CIPROFLOXACINE;200 mg;une poche de 100 ml;Principe Actif;1
67803141;Comprimé;199;BROMURE DE PINAVÉRIUM;100 mg;un comprimé;Principe Actif;1
67808170;Granules;40037;RAPHANUS SATIVUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES;0,02 ml (7 DH);un tube de granules de 4 g;Principe Actif;2
67825497;Comprimé;2092;IBUPROFÈNE;400 mg;un comprimé;Principe Actif;1
67831258;Émulsion;27467;TROLAMINE;0,67 g;100 g d'émulsion pour application cutanée;Principe Actif;1
67835744;Gélule;88022;TÉGAFUR;15 mg;une gélule;Principe Actif;1
67836928;Comprimé;32743;FINASTÉRIDE;1 mg;un comprimé;Principe Actif;1
67849644;Comprimé;12855;NAPROXÈNE SODIQUE;275,000 mg;un comprimé;Principe Actif;1
67857477;Comprimé;4235;EXTRAIT SEC DE MILLEPERTUIS;300 mg;un comprimé;Principe Actif;1
67861319;Poudre;38880;PEGINTERFÉRON ALFA-2B;50 microgrammes;0,5 ml de solution reconstituée;Principe Actif;1
67871676;Solution buvable en gouttes;19486;ABROTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;20
67872828;Comprimé;87533;QUINAPRIL BASE;20 mg;un comprimé;Fraction Thérapeutique;2
67892670;Comprimé;10171;SIMVASTATINE;10 mg;un comprimé;Principe Actif;1
67904304;Solution;4552;SODIUM (LAURILSULFOACÉTATE DE);0,0645 g de laurilsulfoacétate de sodium à 70 %;un récipient unidose;Principe Actif;3
67918211;Collyre;15009;TIMOLOL;5 mg;1 ml de solution;Fraction Thérapeutique;2
68735818;Solution;42056;PEGFILGRASTIM;6 mg;0,6 ml;Principe Actif;1
68735953;Solution buvable en gouttes;6796;KALIUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;0,6 ml;Principe Actif;19
68762676;Solution;5562;SODIUM (VALPROATE DE);200 mg;1 ml;Principe Actif;1
68779654;Sirop;24726;COCCUS CACTI POUR PRÉPARATIONS HOMÉOPATHIQUES;2 g (4 CH);100 g de sirop;Principe Actif;3
68819013;Granules;4884;ANTIMONIUM TARTARICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;un comprimé;Principe Actif;19
68825393;Comprimé;94037;NICOTINE;4 mg;un comprimé;Fraction Thérapeutique;1
68835284;Solution buvable en gouttes;2500;MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;une gélule;Principe Actif;18
68844664;Comprimé;83912;LERCANIDIPINE;9,4 mg;un comprimé;Fraction Thérapeutique;1
68852892;Pastille;94037;NICOTINE;1,5 mg;une pastille;Fraction Thérapeutique;1
68861083;Compartiment 3 : solution d'acides aminés;544;HISTIDINE;2,19 g;500 ml;Fraction Thérapeutique;8
68868590;Compartiment 2 : solution d'acides aminés;563;LYSINE;2,32 g;200 ml;Fraction Thérapeutique;9
68868590;Compartiment 2 : solution d'acides aminés;610;PHÉNYLALANINE;2,24 g;400 ml;Principe Actif;11
68869347;Solution;1178;L-ARGININE;13,5562 g;100 g de solution buvable;Fraction Thérapeutique;2
68874789;Compartiment a;3018;MAGNÉSIUM (CHLORURE DE) HEXAHYDRATÉ;0,068 g;1000 ml de solution d'électrolytes;Principe Actif;4
63093669;Dispositif;37973;RIVASTIGMINE BASE;18 mg;un dispositif;Principe Actif;1
62381444;Solution buvable en gouttes;30234;FORMICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;100 g de granulés;Principe Actif;20
62390685;Poudre;5248;AMOXICILLINE ANHYDRE;125 mg;5 ml de suspension buvable reconstituée;Fraction Thérapeutique;1
62404996;Solution;34909;SUFENTANIL;50 microgrammes;1 ml de solution injectable;Fraction Thérapeutique;1
61162248;Comprimé;2171;PREDNISONE;20 mg;un comprimé;Principe Actif;1
61162294;Sirop;2087;HYDROXYZINE (CHLORHYDRATE D');0,2 g;100 ml;Principe Actif;1
61170825;Dispositif;17477;FENTANYL;12,375 mg;un dispositif;Principe Actif;1
61182628;Comprimé;24321;CHLORHYDRATE DE METFORMINE;500 mg;un comprimé;Principe Actif;1
61183477;Comprimé;36192;VALACICLOVIR;500 mg;un comprimé;Fraction Thérapeutique;1
61186758;Comprimé;87471;ENTACAPONE;200 mg;un comprimé;Principe Actif;3
61197765;Comprimé;1023;ASCORBIQUE (ACIDE);250 mg;un comprimé;Principe Actif;2
61209203;Solution;4179;DIPROPIONATE DE BÉCLOMÉTHASONE;100 microgrammes;une dose;Principe Actif;1
61214054;Solution buvable en gouttes;28169;JUGLANS REGIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un flacon;Principe Actif;19
61214570;Comprimé;78924;OXALATE D'ESCITALOPRAM;6,385 mg;un comprimé;Principe Actif;1
61219877;Poudre orale;56283;BISMUTHUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;100 g;Principe Actif;21
61224956;Gélule;14084;ORTHOSIPHON;325 mg;une gélule;Principe Actif;1
61235109;Comprimé;4180;BOLDINE;0,5 mg;un comprimé;Principe Actif;6
61240145;Comprimé;7238;MISOPROSTOL;400 microgrammes;un comprimé;Principe Actif;1
61243903;Comprimé;24245;CHLORHYDRATE D'AMBROXOL;30 mg;un comprimé;Principe Actif;1
61262686;Comprimé;34251;SILDÉNAFIL (CITRATE DE);;;Principe Actif;1
61276045;Poudre;97773;TRASTUZUMAB;150 mg;un flacon;Principe Actif;6
61290963;Comprimé;602;CHLORHYDRATE DE MIANSÉRINE;60 mg;un comprimé;Principe Actif;1
61297491;Comprimé;7436;FUMARATE DE BISOPROLOL;10 mg;un comprimé;Principe Actif;1
61305034;Comprimé;67549;RABÉPRAZOLE BASE;18,85 mg;un comprimé;Fraction Thérapeutique;14
61305746;Comprimé;30227;CHLORHYDRATE DE CÉFOTIAM HEXÉTIL;;;Principe Actif;1
61332857;Bâton;951;SALOL;1,00 g;100 g;Principe Actif;1
61343825;Gélule;42406;SERTRALINE BASE;50 mg;une gélule;Fraction Thérapeutique;1
61344350;Solution;430;CHLORURE DE CALCIUM;0,2573 g;1000 ml de solution prête à l'emploi;Principe Actif;2
61344350;Solution;901;CHLORURE DE SODIUM;5,64 g;1000 ml de solution prête à l'emploi;Principe Actif;1
61354049;Comprimé;2202;PARACÉTAMOL;325 mg;un comprimé;Principe Actif;2
61360073;Comprimé;4729;CHLORHYDRATE DE BROMHEXINE;8,0 mg;un comprimé;Principe Actif;1
61364965;Pommade;26335;BOVISTA GIGANTEA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;Principe Actif;25
61367370;Granules;2419;TARAXACUM DENS LEONIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;14
61376024;Comprimé;32925;CHLORHYDRATE DE TERBINAFINE;;;Principe Actif;1
61383702;Comprimé;762;ATÉNOLOL;50 mg;un comprimé;Principe Actif;1
61392263;Gélule;3902;FÉNOFIBRATE;67 mg;une gélule;Principe Actif;1
61417407;Collyre;200;TIMOLOL (MALÉATE DE);0,683 g;100 ml;Principe Actif;1
61426025;Comprimé;1493;CLOMIPRAMINE (CHLORHYDRATE DE);75 mg;un comprimé;Principe Actif;1
61431289;Poudre;99303;CEFPODOXIME PROXÉTIL;;;Principe Actif;1
61443583;Solution buvable en gouttes;4006;BERBERIS VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une dose de 0,25 ml;Principe Actif;20
61451683;Comprimé;1358;CARBIMAZOLE;20 mg;un comprimé;Principe Actif;1
61455112;Solution;2045;HEXÉTIDINE;0,1 g;100 ml de solution pour bain de bouche;Principe Actif;1
61462480;Poudre;93286;ACIDE CLAVULANIQUE;12,5 mg;1 ml de suspension reconstituée;Fraction Thérapeutique;2
61463881;Pommade;332;PODOPHYLLUM PELTATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 4 %);1 ml de suspension reconstituée;Principe Actif;24
61475677;Compartiment b;899;BICARBONATE DE SODIUM;3,090 g;1000 ml;Principe Actif;3
61476925;Poudre;35232;CEFTRIAXONE BASE;1 g;un flacon;Fraction Thérapeutique;1
61494193;Comprimé;29250;BROMHYDRATE DE CITALOPRAM;24,98 mg;un comprimé;Principe Actif;1
61507783;Comprimé;4442;METFORMINE BASE;780 mg;un comprimé;Fraction Thérapeutique;1
61516533;Comprimé;2064;HYDROCHLOROTHIAZIDE;25 mg;un comprimé;Principe Actif;2
61541629;Poudre;1023;ACIDE ASCORBIQUE;200 mg;un sachet de 13,1 g;Principe Actif;4
61550514;Comprimé;76840;MOXONIDINE;0,4 mg;un comprimé;Principe Actif;1
61558532;Solution buvable en ampoules;35890;AMMONIUM PHOSPHORICUM  POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 ml de solution buvable;Principe Actif;23
61572496;Solution;22155;MANGANÈSE (CHLORURE DE) TÉTRAHYDRATÉ;0,9895 mg;une ampoule de 10 ml;Principe Actif;5
61584317;Sachet 1;79537;CHLORHYDRATE DE LYSINE;200 mg;un sachet-dose n° 1;Principe Actif;3
61623065;Solution;51868;CHLORHYDRATE DE MIDAZOLAM;;;Principe Actif;1
61634827;Poudre;29442;CLAVULANATE DE POTASSIUM;;;Principe Actif;2
61649487;Solution;35254;CHLORE ACTIF;0,06 g;100 ml;Fraction Thérapeutique;3
61650728;Comprimé;73208;PRAVASTATINE SODIQUE;10 mg;un comprimé;Principe Actif;1
61675795;Comprimé;18827;DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ;0,25 mg;un comprimé;Principe Actif;1
61684869;Émulsion;95375;GLYCÉROPHOSPHATE DE SODIUM PENTAHYDRATÉ;1,91 g;1000 ml d'émulsion reconstituée;Principe Actif;21
61716968;Comprimé;95609;LÉVÉTIRACÉTAM;250 mg;un comprimé;Principe Actif;1
61721627;Gélule;37973;RIVASTIGMINE BASE;3 mg;une gélule;Fraction Thérapeutique;1
61727306;Comprimé rose pâle;1807;ÉTHINYLESTRADIOL;0,020 mg;un comprimé;Fraction Thérapeutique;2
61760765;Poudre;73957;CÉFADROXIL MONOHYDRATÉ;262 mg;5 ml de suspension buvable;Principe Actif;1
61763366;Gélule;55705;FLUVASTATINE SODIQUE;21,06 mg;une gélule;Principe Actif;1
61777273;Comprimé;93286;ACIDE CLAVULANIQUE;62,5 mg;un comprimé;Fraction Thérapeutique;2
61786112;Pommade;760;CRÉOSOTE OFFICINALE;0,62 g;100 g;Principe Actif;2
61786735;Solution d'acides aminés;555;LEUCINE;3,7 g;500 ml;Principe Actif;2
61792236;Solution;4594;BENJOIN (TEINTURE DE);10 g;100 g de solution pour inhalation;Principe Actif;8
61803145;Granules;32737;ANGELICA ARCHANGELICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;14
61819886;Gel;200;MALÉATE DE TIMOLOL;1,37 mg;1 g;Principe Actif;1
61869501;Pommade;263;PASSIFLORA INCARNATA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé;Principe Actif;25
61878240;Comprimé;99549;RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ;40,17 mg;un comprimé;Principe Actif;1
61881286;Solution;79537;LYSINE (CHLORHYDRATE DE);955 mg;1000 ml;Principe Actif;7
61883586;Comprimé;71861;GLIMÉPIRIDE;1 mg;un comprimé;Principe Actif;1
61886269;Poudre;882;SULFATE DE VINDÉSINE;5 mg;un flacon;Principe Actif;1
61896473;Poudre;97753;VIRUS RUBÉOLEUX (SOUCHE WISTAR RA 27/3) ATTÉNUÉ;<p>au minimum 10<sup>3,0</sup> DICC<sub>50</sub></p>;une dose de 0,5 ml de solution reconstitué;Principe Actif;3
61897148;Comprimé;50091;ATORVASTATINE CALCIQUE;;;Principe Actif;1
61926087;Comprimé;7958;CHLORHYDRATE DE CÉLIPROLOL;;;Principe Actif;1
63104382;Solution d'acides aminés;550;ISOLEUCINE;5,10 g;un compartiment n°1 de 1000 ml;Principe Actif;3
63104382;Solution d'acides aminés;563;L-LYSINE;4,93 g;un compartiment n°1 de 1000 ml;Fraction Thérapeutique;13
63104382;Solution d'acides aminés;3008;DL-LYSINE (MONOCHLORHYDRATE DE);6,16 g;un compartiment n°1 de 1000 ml;Principe Actif;13
63149146;Solution buvable en gouttes;1938;CARBO VEGETABILIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une ampoule;Principe Actif;20
63151492;Comprimé;63130;ACÉBUTOLOL BASE;400 mg;un comprimé;Fraction Thérapeutique;1
63163224;Compartiment glucose;96774;ACÉTATE DE ZINC DIHYDRATÉ;1,93 mg;125 ml;Principe Actif;24
63211078;Comprimé;113;ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 flacon;Principe Actif;18
63211078;Pommade;113;ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (pommade à 4 %);1 flacon;Principe Actif;24
63218382;Collyre;15009;TIMOLOL;5 mg;1 ml de collyre;Fraction Thérapeutique;2
63223995;Poudre;93286;ACIDE CLAVULANIQUE;12,5 mg;1 ml de suspension reconstituée;Fraction Thérapeutique;2
63242337;Comprimé;3088;PHÉNYLÉPHRINE (CHLORHYDRATE DE);10 mg;un comprimé;Principe Actif;3
63245447;Comprimé;49632;RANITIDINE BASE;75 mg;un comprimé;Fraction Thérapeutique;1
63280786;Poudre;67373;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ;;;Principe Actif;1
63288007;Gélule;97603;CHLORHYDRATE DE SERTRALINE;27,977 mg;une gélule;Principe Actif;1
63314886;Solution;3044;CARBOCISTÉINE;5,00 g;100 ml;Principe Actif;1
63345091;Granules;96544;CHAMOMILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une gélule;Principe Actif;17
63378604;Solution 1 : acides aminés avec électrolytes;631;ACÉTATE DE SODIUM;5,15 g;un compartiment n°1 de 1000 ml;Principe Actif;8
63380765;Poudre orale;58995;YUCCA FILAMENTOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;8 ml de solution;Principe Actif;23
63389433;Poudre;26622;ACIDE 5-AMINOLÉVULINIQUE;1,17 g;un flacon;Fraction Thérapeutique;1
63398507;Gélule;24519;PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE);160 mg;une gélule;Principe Actif;1
63411794;Comprimé;38299;DIÉTHYLCARBAMAZINE;100,0 mg;un comprimé;Fraction Thérapeutique;1
64032562;Comprimé;3226;ACÉTATE DE FLÉCAÏNIDE;100 mg;un comprimé;Principe Actif;1
64035035;Granules;82941;TROPAEOLUM MAJUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;17
64077116;Solution;53028;CISATRACURIUM;2 mg;1 ml;Fraction Thérapeutique;1
64082832;Comprimé;71153;TELMISARTAN;80 mg;un comprimé;Principe Actif;1
64090124;Comprimé;3902;FÉNOFIBRATE;160 mg;un comprimé;Principe Actif;1
64115983;Compartiment acides aminés;1178;ARGININE;0,24 g;125 ml;Principe Actif;2
64119056;Petit compartiment (a);3018;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;2,44 g;1000 ml de solution;Principe Actif;3
64134923;Gel;823;KÉTOPROFÈNE;2,5 g;100 g de gel;Principe Actif;1
64141483;Gélule;328;BROMOCRIPTINE (MÉSILATE DE);5,740 mg;une gélule;Principe Actif;1
64146936;Solution;10876;HYDROXY-4-BUTYRATE DE SODIUM;242 mg;1 ml de solution injectable;Principe Actif;1
64147835;Gel;37;DICLOFÉNAC SODIQUE;1 g;100 g;Fraction Thérapeutique;1
64162292;Comprimé;44214;LOXAPINE BASE;25 mg;un comprimé;Fraction Thérapeutique;1
64231607;Comprimé;57088;CITALOPRAM BASE;20 mg;un comprimé;Fraction Thérapeutique;1
64257178;Granules;9308;CÉDRON POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 ml de solution;Principe Actif;17
64280134;Solution;3239;LAVANDE (ESSENCE DE);1 g;100 g de solution pour inhalation;Principe Actif;6
64283632;Comprimé;30981;RÉSINATE DE NICOTINE;7,500 mg;un comprimé;Principe Actif;1
64292268;Solution;64114;MANGANÈSE;0,0728 mg;une ampoule de 2 ml;Fraction Thérapeutique;1
64298513;Comprimé;62155;ROPINIROLE BASE;2 mg;un comprimé;Fraction Thérapeutique;1
64316274;Solution;17150;GLUCOSE MONOHYDRATÉ;25 g;1000 ml;Principe Actif;5
64325540;Solution;31;ALANINE;0,96 g;100 ml;Principe Actif;2
64327783;Comprimé;54459;BUPRÉNORPHINE;6 mg;un comprimé;Fraction Thérapeutique;1
64334824;Gomme;30981;NICOTINE POLACRILEX;20 mg;une gomme;Principe Actif;1
64335100;Crème;25715;ACICLOVIR;5 g;100 g de crème;Principe Actif;1
64340916;Solution buvable en gouttes;4593;BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;1 ml;Principe Actif;15
64347049;Comprimé;2185;PIPÉMIDIQUE (ACIDE) TRIHYDRATÉ;470 mg;un comprimé;Principe Actif;2
64387360;Comprimé;74405;PÉRAMPANEL;6 mg;un comprimé;Principe Actif;1
64391907;Comprimé;46704;OXYCODONE;9 mg;un comprimé;Fraction Thérapeutique;1
64396480;Solution;14134;SODIUM (DIHYDROGÉNOPHOSPHATE DE) DIHYDRATÉ;10,92 g;un récipient unidose de 60 ml;Principe Actif;2
64405591;Gel;44908;TAZAROTÈNE;0,05 g;100 g;Principe Actif;1
64406451;Sirop;1270;BICLOTYMOL;0,15000 g;100 ml de sirop;Principe Actif;3
64421453;Poudre;163;FIBRINOGÈNE HUMAIN;1,5 g;100 ml de solution reconstituée;Principe Actif;1
64426518;Solution buvable en ampoules;5957;EUCALYPTUS GLOBULUS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;100 ml de solution à diluer injectable;Principe Actif;23
64460520;Comprimé;93286;CLAVULANIQUE (ACIDE);62,5 mg;un comprimé;Fraction Thérapeutique;2
64469448;Solution;6494;ACÉTATE D'OCTRÉOTIDE;;;Principe Actif;1
64475561;Solution;675;VALINE;0,65 g;100 ml;Principe Actif;12
63104382;Solution d'acides aminés;675;VALINE;4,93 g;un compartiment n°1 de 1000 ml;Principe Actif;9
63104838;Comprimé;17723;OLANZAPINE;10 mg;un comprimé;Principe Actif;1
63108338;Solution;34647;TINZAPARINE SODIQUE;4 500 Ul Anti-Xa;0,45 ml de solution;Principe Actif;1
63149146;Granules;1938;CARBO VEGETABILIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;une ampoule;Principe Actif;19
63160388;Comprimé;79569;MAGNÉSIUM (OXYDE DE) LÉGER;;;Principe Actif;11
63196808;Comprimé;71153;TELMISARTAN;80 mg;un comprimé;Principe Actif;1
63213595;Comprimé;36192;VALACICLOVIR;500 mg;un comprimé;Fraction Thérapeutique;1
63216075;Gel;71064;ESTRADIOL HÉMIHYDRATÉ;1,0325 mg;1 g de gel;Principe Actif;1
63218293;Collyre;36528;APRACLONIDINE BASE;2,500 mg;un récipient unidose;Fraction Thérapeutique;1
63227787;Comprimé;9231;AMISULPRIDE;200 mg;un comprimé;Principe Actif;1
63227972;Comprimé;17723;OLANZAPINE;5 mg;un comprimé;Principe Actif;1
63233181;Comprimé;36746;CHLORHYDRATE DE LERCANIDIPINE;20 mg;un comprimé;Principe Actif;1
63263986;Crème;5453;SALICYLATE DE MÉTHYLE;12,50 g;100 g de crème;Principe Actif;1
63269327;Poudre;39476;ÉPOPROSTÉNOL;1,500 mg;un flacon;Fraction Thérapeutique;1
63278664;Poudre;5;ACIDE ACÉTYLSALICYLIQUE;75 mg;un sachet-dose;Fraction Thérapeutique;1
63304130;Solution buvable en gouttes;4611;FUMARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;un comprimé;Principe Actif;20
63337059;Compartiment 1 : solution de glucose;17150;GLUCOSE MONOHYDRATÉ;275 g;1316 ml;Principe Actif;2
63337059;Compartiment 2 : solution d'acides aminés et élect;31;ALANINE;12 g;750 ml;Principe Actif;3
63337059;Compartiment 2 : solution d'acides aminés et élect;430;CHLORURE DE CALCIUM;0,74 g;750 ml;Principe Actif;20
63344872;Gélule;96973;ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ;;;Principe Actif;1
63355580;Pommade;82078;DÉSOXYRIBONUCLÉASE BOVINE;120 000 Unités Christensen;100 g de pommade;Principe Actif;2
63357492;Poudre;38263;CARBONATE DE LANTHANE HYDRATÉ;;;Principe Actif;1
63357706;Gélule;15954;INDINAVIR BASE;200 mg;une gélule;Fraction Thérapeutique;7
63358772;Solution;4150;SULFATE D'ATROPINE;0,5 mg;une seringue de 5 ml;Principe Actif;1
63363997;Solution a;610;PHÉNYLALANINE;0,010 g;5 ml;Principe Actif;4
63380548;Solution;38643;DOCÉTAXEL;160 mg;8 ml de solution;Principe Actif;1
63382862;Comprimé;93;POTASSIUM (CHLORURE DE);1000 mg;un comprimé;Principe Actif;1
63397330;Comprimé;1525;CHOLÉCALCIFÉROL;400 UI;un comprimé;Fraction Thérapeutique;2
63402749;Poudre orale;43390;MERCURIUS BI-IODATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;100 ml;Principe Actif;23
63405058;Solution;3229;BROMHYDRATE DE DEXTROMÉTHORPHANE;15 mg;un sachet-dose de 5 ml;Principe Actif;1
