code_identifiant;presentation7;libéllé;Statut administratif de la présentation;Etat de commercialisation de la présentation;Date de la déclaration de commercialisation;Code Identifiant de Présentation à 13 chiffres;Agrément aux collectivités;taux_remboursement;prix€;indications_remboursement;dec;Prix
67365141;4950365;Plaquette(s) thermoformée(s) pvc polyéthylène (aclar rx) polytrifluorochloroéthylène de 28 comprimé(s) (distributeur parallèle : laboratoire mediwin ldt);Présentation active;Déclaration de commercialisation;2012-03-07;3400949503650;oui;65 %;19;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Prévention et traitement de l'ostéoporose postménopausique du rachis, pour réduire le risque de fractures vertébrales, chez les femmes âgées de moins de 70 ans, sans facteur de risque veineux et avec apport de calcium<br> - JOURNAL OFFICIEL  - 17/05/01 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;65;19.65
67585504;3089992;1 tube(s) avec canule polyéthylène aluminium verni de 20 g;Présentation active;Déclaration de commercialisation;1969-01-19;3400930899922;non;;;;;
67617681;3608937;Plaquette(s) thermoformée(s) aluminium de 30  comprimé(s);Présentation active;Déclaration de commercialisation;2004-07-29;3400936089372;oui;65 %;7;;69;7.69
67630038;3922102;Plaquette(s) thermoformée(s) pvc aluminium polyamide de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2010-01-02;3400939221021;oui;65 %;197;;;
67643377;3345202;36 sachet(s) aluminium polyéthylène papier de 10  ml;Présentation active;Déclaration de commercialisation;1992-08-19;3400933452025;non;;;;;
67668455;3620660;Plaquette(s) thermoformée(s) pvc-aluminium de 60  comprimé(s);Présentation active;Déclaration de commercialisation;2004-08-11;3400936206601;oui;65 %;222;;73;222.73
67676765;4965651;1 tube(s) aluminium verni de 15 g;Présentation active;Déclaration de commercialisation;2015-02-03;3400949656516;oui;30 %;1;;86;1.86
67752024;3723265;1 flacon(s) en verre de 295 mg;Présentation active;Déclaration de commercialisation;2006-09-21;3400937232654;oui;65 %;3;;31;3.31
67760715;4199493;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;2012-12-28;3400941994937;oui;65 %;39;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Prévention et traitement de l'ostéoporose postménopausique du rachis, pour réduire le risque de fractures vertébrales, chez les femmes âgées de moins de 70 ans, sans facteur de risque veineux et avec apport de calcium<br> - JOURNAL OFFICIEL  - 17/05/01 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;06;39.06
67769949;3957537;Plaquette(s) thermoformée(s) pvdc pvc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2010-09-13;3400939575377;oui;65 %;3;;8;3.8
67778827;5825900;1 flacon(s) en verre de 500 ui - 1 flacon(s) en verre de 2 ml avec nécessaire(s);Présentation active;Déclaration de commercialisation;2013-08-04;3400958259005;oui;;;;;
67813324;3771465;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 90 gélule(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-03-28;3400937714655;oui;65 %;14;;21;14.21
67839212;3913356;Plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;2009-05-20;3400939133560;oui;65 %;7;;03;7.03
67842151;3433432;1 flacon(s) en verre brun de 125  ml;Présentation active;Déclaration de commercialisation;1997-11-19;3400934334320;non;;;;;
67846776;5623912;10 flacon(s) polypropylène de 200 ml;Présentation active;Déclaration de commercialisation;2001-01-06;3400956239122;oui;;;;;
67851645;3098169;20 sachet(s)-dose(s) papier aluminium polyéthylène de 5 g;Présentation active;Déclaration de commercialisation;1957-01-19;3400930981696;oui;;;;;
67859930;2216098;3 flacon(s) polyéthylène haute densité (pehd) de 60 ml avec pompe polyéthylène avec applicateur(s) polypropylène;Présentation active;Déclaration de commercialisation;2014-09-30;3400922160986;non;;;;;
67861536;3801373;1 flacon(s) en verre de 1,274 g avec dispositif(s) de transfert;Présentation active;Déclaration d'arrêt de commercialisation;2012-11-29;3400938013733;oui;65 %;8;;1;8.1
67861536;5732630;5 flacon(s) en verre de 1,274 g;Présentation active;Déclaration d'arrêt de commercialisation;2013-02-19;3400957326302;oui;;;;;
67888889;5842904;10 ampoule(s) en verre brun de 1 ml;Présentation active;Déclaration de commercialisation;2013-04-07;3400958429040;oui;;;;;
67890947;3600640;4 poche(s) bicompartimenté(e)(s)/à 2 compartiments polyoléfine suremballée(s)/surpochée(s) de 3000 ml avec système de connexion;Présentation active;Déclaration de commercialisation;2005-03-21;3400936006409;oui;;;;;
67904304;5620724;50 récipient(s) unidose(s) polyéthylène de 6,45 g avec canule polyéthylène;Présentation active;Déclaration de commercialisation;2001-11-20;3400956207244;oui;;;;;
67913328;4913358;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2015-02-19;3400949133581;oui;100 %;54;;2;54.2
67937090;3946137;10 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2009-04-12;3400939461373;oui;;;;;
67951019;3722656;Plaquette(s) thermoformée(s) pvc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2007-09-26;3400937226561;oui;65 %;12;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Hypertension artérielle<br>- Prévention des crises d'angor survenant pendant un effort physique<br>- Certains troubles du rythme cardiaque - JOURNAL OFFICIEL  - 10/10/06 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;08;12.08
68001518;3242873;1 tube(s) aluminium de 80 g;Présentation active;Déclaration de commercialisation;1982-04-19;3400932428731;oui;30 %;24;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans le cas suivant :<br><br>- Gynécomastie idiopathique chez l'homme - JOURNAL OFFICIEL  - 28/04/05 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;08;24.08
68007791;2691600;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2013-02-09;3400926916008;oui;65 %;7;;43;7.43
68013125;5616415;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 50 comprimé(s);Présentation active;Déclaration de commercialisation;2000-04-09;3400956164158;oui;;;;;
68052288;2786105;Plaquette(s) pvc transparent-aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;2014-11-13;3400927861055;oui;65 %;3;;75;3.75
68052587;3801410;Plaquette(s) thermoformée(s) polyamide aluminium pvc de 10 comprimé(s);Présentation active;Déclaration de commercialisation;2010-09-06;3400938014105;oui;65 %;6;;42;6.42
68053454;3488255;3 tube(s) polypropylène de 20  comprimé(s);Présentation active;Déclaration de commercialisation;2004-04-22;3400934882555;oui;30 %;8;;02;8.02
68056596;4977559;1 flacon(s) polypropylène de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2011-07-18;3400949775590;non;;;;;
68168727;4168191;Flacon(s) polyéthylène haute densité (pehd) de 112 comprimé(s);Présentation active;Déclaration de commercialisation;2012-12-01;3400941681912;oui;65 %;210;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>Hépatite C chronique en association avec certains types d'interféron (bithérapie) et selon bilan clinique :<br>. chez l'enfant à partir de 3 ans, l'adolescent et l'adulte jamais traité<br>. chez l'adulte ayant fait une rechute ou en échec à un précédent traitement - JOURNAL OFFICIEL  - 11/08/06 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;53;210.53
68181742;4191882;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2011-11-14;3400941918827;oui;65 %;19;;4;19.4
68182805;4946599;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 100 gélule(s);Présentation active;Déclaration de commercialisation;2011-03-14;3400949465996;oui;100 %;55;;33;55.33
68184425;3319038;1 flacon(s) en verre de 1 ml;Présentation active;Déclaration de commercialisation;1999-01-19;3400933190385;oui;;;;;
68196274;3996402;Plaquette(s) thermoformée(s) aluminium de 270 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-08-20;3400939964027;oui;65 %;22;;49;22.49
68198108;3001033;60 plaquette(s) pvc (aclar rx) polytrifluorochloroéthylène aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;2015-09-15;3400930010334;non;65 %;55;;49;55.49
68200420;3554182;5 flacon(s) en verre de 2,5 ml;Présentation active;Déclaration d'arrêt de commercialisation;2012-11-29;3400935541826;non;;;;;
68206996;3548916;1 flacon(s) polyéthylène haute densité (pehd) avec gobelet doseur polypropylène de 200  ml;Présentation active;Déclaration d'arrêt de commercialisation;2014-01-04;3400935489166;non;30 %;1;;62;1.62
68209693;3607346;1 poche(s) (ecoflac) polyéthylène de 500  ml;Présentation active;Déclaration de commercialisation;2003-10-04;3400936073463;oui;;;;;
68210642;3616718;1 tube(s) aluminium verni de 60  g;Présentation active;Déclaration d'arrêt de commercialisation;2013-09-04;3400936167186;non;;;;;
68220857;3765890;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2011-10-25;3400937658904;oui;65 %;4;;55;4.55
68230417;3832706;Plaquette(s) thermoformée(s) aluminium pvc de 15 comprimé(s);Présentation active;Déclaration de commercialisation;2008-07-29;3400938327069;non;;;;;
68238481;4190339;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 8 comprimé(s);Présentation active;Déclaration de commercialisation;2013-11-27;3400941903397;non;;;;;
68261117;3828998;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 15 comprimé(s);Présentation active;Déclaration de commercialisation;2010-04-30;3400938289985;oui;30 %;2;;51;2.51
68264234;2688265;5 ampoule(s) en verre de 2 ml;Présentation active;Déclaration de commercialisation;2014-04-12;3400926882655;non;;;;;
68269975;3588755;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;2003-02-01;3400935887559;oui;65 %;1;;28;1.28
68280975;3178632;1 flacon(s) en verre jaune(brun) de 10  ml avec compte-gouttes polyéthylène basse densité (pebd);Présentation active;Déclaration de commercialisation;1978-09-19;3400931786320;oui;30 %;7;;32;7.32
68288833;3566825;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;2002-12-15;3400935668257;oui;65 %;6;;18;6.18
68309829;5630444;10 ampoule(s) en verre de 2 ml;Présentation active;Déclaration de commercialisation;2001-07-23;3400956304448;oui;;;;;
68318162;5612699;1 flacon(s) polyéthylène de 500 ml;Présentation active;Déclaration d'arrêt de commercialisation;2012-09-24;3400956126996;oui;;;;;
68324489;3377691;1 flacon(s) en verre de 60 ml;Présentation active;Déclaration de commercialisation;1995-01-19;3400933776916;oui;;;;;
68337885;4189804;Plaquette(s) thermoformée(s) pvc polyéthylène pvdc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2011-11-15;3400941898044;oui;65 %;19;;33;19.33
68359287;3575965;Flacon(s) polyéthylène haute densité (pehd) de 300  comprimé(s) avec fermeture de sécurité enfant;Présentation active;Déclaration d'arrêt de commercialisation;2013-01-23;3400935759658;non;;;;;
68362319;3952942;"Plaquette(s) formée(s) à froid aluminium de 28 comprimé(s) de type ""push-through""";Présentation active;Déclaration de commercialisation;2011-03-11;3400939529424;oui;65 %;23;;78;23.78
64541292;5605989;1 évaporateur de 100 l;Présentation active;Déclaration de commercialisation;1997-06-19;3400956059898;oui;;;;;
64542704;3750090;Plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2008-05-23;3400937500906;oui;65 %;21;;66;21.66
64565845;3729598;Plaquette(s) thermoformée(s) pvc aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;2007-08-01;3400937295987;non;65 %;13;Ce médicament peut etre pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Chez l’enfant :<br>. hyperaldostéronisme primaire ou réactionnel à un traitement diurétique<br>. hypertension artérielle essentielle<br><br>- Chez l’adulte :<br>. traitement de l’insuffisance cardiaque  - JOURNAL OFFICIEL  - 01/11/06 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;09;13.09
64566299;3828455;Plaquette(s) thermoformée(s) pvc-aluminium de 12 comprimé(s) - 72 sachet(s) papier aluminium;Présentation active;Déclaration de commercialisation;2008-01-18;3400938284553;oui;65 %;70;Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Ostéoporose postménopausique pour réduire le risque de fractures vertébrales et de hanche chez les patientes nécessitant un apport en calcium et en vitamine D3 dans des proportions définies :<br><br>. patientes ayant fait une fracture par fragilité osseuse  <br>. en l'absence de fracture, patientes ayant une diminution importante de la densité osseuse selon évaluation clinique. - JOURNAL OFFICIEL  - 12/12/07 - Ceci est une synthèse . Pour une information exhaustive de référence , nous vous invitons à vous référer aux publications du Journal Officiel.;73;70.73
64569676;5633974;1 flacon(s) en verre;Présentation active;Déclaration de commercialisation;2002-11-01;3400956339747;oui;;;;;
64578682;4180418;Plaquette(s) thermoformée(s) pvc pvdc aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-05-09;3400941804182;non;65 %;6;;64;6.64
64645120;5620121;10 flacon(s) en verre brun - 10 ampoule(s) en verre de 10  ml;Présentation active;Déclaration de commercialisation;2000-11-02;3400956201211;oui;;;;;
64699367;3039095;1 flacon(s) - 1 ampoule(s) polyéthylène basse densité (pebd) de 8  ml;Présentation active;Déclaration d'arrêt de commercialisation;2014-05-20;3400930390955;non;65 %;3;;6;3.6
64713856;3285150;Plaquette(s) thermoformée(s) pvc-aluminium de 30 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2013-04-19;3400932851508;non;100 %;27;;45;27.45
64723850;3815151;1 seringue(s) préremplie(s) en verre de 0,3 ml avec aiguille(s);Présentation active;Déclaration de commercialisation;2008-01-09;3400938151510;oui;65 %;133;;33;133.33
64731103;3672786;Plaquette(s) thermoformée(s) aluminium de 8 comprimé(s);Présentation active;Déclaration de commercialisation;2005-04-25;3400936727861;oui;65 %;8;;3;8.3
64737992;4911715;Plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);Présentation active;Déclaration d'arrêt de commercialisation;2014-10-28;3400949117154;non;65 %;8;;42;8.42
64743949;3548595;Plaquette(s) thermoformée(s) pvc-aluminium de 60 gélule(s);Présentation active;Déclaration de commercialisation;2001-01-15;3400935485953;oui;65 %;3;;99;3.99
64747367;3399126;1 flacon(s) en verre de 50 ml avec nécessaire d’administration (seringue (polypropylène) + cathéter iv (bd insyte autoguard));Présentation active;Déclaration de commercialisation;1997-04-19;3400933991265;oui;65 %;24;;35;24.35
64747367;3546969;1 flacon(s) en verre de 150 ml avec nécessaire d’administration (seringue de 200 ml pour injecteur an (polypropylène), raccord, canule de remplissage) et cathéter iv (bd insyte autoguard);Présentation active;Déclaration de commercialisation;2001-09-27;3400935469694;oui;65 %;62;;42;62.42
